"pred_type","pred_comm_name","pred_species","ocean","region","area","reference","prey_species","prey_comm_name","n_data","years","season","year1","month1","month_name1","year2","month2","month_name2","method_length","method_diet","comment","n_samples","pred_stage1","pred_stage2","prey_mm_min","prey_mm_max","prey_mm_range","prey_mm_med","prey_mm_avg","prey_mm_sd","prop_diet_by_wt","prop_diet_by_wt_type","prop_diet_by_n","prop_diet_by_energy","prop_diet_by_occur","prop_diet_by_occur_sd","prop_diet_by_index"
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Central California Current","Glaser 2010","Sardinops sagax","Pacific sardine","YES","1954-1957",NA,1954,NA,NA,1957,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Central California Current","Glaser 2010","Sardinops sagax","Pacific sardine","YES","1968-1969",NA,1968,NA,NA,1969,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Central California Current","Glaser 2010","Sardinops sagax","Pacific sardine","YES","2005-2006",NA,2005,NA,NA,2006,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Southern California Current","Glaser 2010","Sardinops sagax","Pacific sardine","YES","1949-1950",NA,1949,NA,NA,1950,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Southern California Current","Glaser 2010","Sardinops sagax","Pacific sardine","YES","1968-1969",NA,1968,NA,NA,1969,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA","Southern California Current","Glaser 2010","Sardinops sagax","Pacific sardine","YES","2005-2006",NA,2005,NA,NA,2006,NA,NA,NA,"stomach sampling",NA,NA,"juvenile","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","CA/OR/WA/BC","CA/OR/WA/BC","Glaser et al. 2015","Sardinops sagax","Pacific sardine","YES","2005-2006","Jun-Sep",2005,6,"Jun",2006,9,"Sep",NA,"stomach sampling","%N and %FO is calculated for the three areas",371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,26.7,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","California","South CA","Glaser et al. 2015","Sardinops sagax","Pacific sardine","YES","2005-2006","Jun-Sep",2005,6,"Jun",2006,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,NA,NA,15.3,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","California","CA","Glaser et al. 2015","Sardinops sagax","Pacific sardine","YES","2005-2006","Jun-Sep",2005,6,"Jun",2006,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,0.5,NA,NA,NA
"bony fishes","Albacore tuna","Thunnus alalunga","NE Pacific","OR/WA/BC","OR/WA/BC","Glaser et al. 2015","Sardinops sagax","Pacific sardine","YES","2005-2006","Jun-Sep",2005,6,"Jun",2006,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,4.3,NA,NA,NA
"cetaceans","Humpback whale","Megaptera novaeangliae","NE Pacific","California","CA","Clapham 1997","Sardinops sagax","Pacific sardine","YES","1920",NA,1920,NA,NA,1920,NA,NA,NA,"stomach sampling",NA,310,NA,"totallengthmean43.3feets_sd6.5feets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1,NA,NA
"cetaceans","Humpback whale","Megaptera novaeangliae","NE Pacific","California","CA","Clapham 1997","Sardinops sagax","Pacific sardine","YES","1921",NA,1921,NA,NA,1921,NA,NA,NA,"stomach sampling",NA,102,NA,"totallengthmean42.9feets_sd6.96feets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1,NA,NA
"cetaceans","Humpback whale","Megaptera novaeangliae","NE Pacific","California","CA","Clapham 1997","Sardinops sagax","Pacific sardine","YES","1922",NA,1922,NA,NA,1922,NA,NA,NA,"stomach sampling",NA,473,NA,"totallengthmean43feets_sd6.47feets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2,NA,NA
"cetaceans","Humpback whale","Megaptera novaeangliae","NE Pacific","California","CA","Clapham 1997","Sardinops sagax","Pacific sardine","YES","1923",NA,1923,NA,NA,1923,NA,NA,NA,"stomach sampling",NA,366,NA,"totallengthmean43.9feets_sd5.90feets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9,NA,NA
"cetaceans","Humpback whale","Megaptera novaeangliae","NE Pacific","California","CA","Clapham 1997","Sardinops sagax","Pacific sardine","YES","1924",NA,1924,NA,NA,1924,NA,NA,NA,"stomach sampling",NA,194,NA,"totallengthmean43feets_sd4.99feets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.4,NA,NA
"cetaceans","Humpback whale","Megaptera novaeangliae","NE Pacific","California","CA","Clapham 1997","Sardinops sagax","Pacific sardine","YES","1925",NA,1925,NA,NA,1925,NA,NA,NA,"stomach sampling",NA,42,NA,"totallengthmean43.1feets_sd5.53feets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA
"cetaceans","Humpback whale","Megaptera novaeangliae","NE Pacific","California","CA","Clapham 1997","Sardinops sagax","Pacific sardine","YES","1926",NA,1926,NA,NA,1926,NA,NA,NA,"stomach sampling",NA,20,NA,"totallengthmean38.5feets_sd5.53feets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,NA,NA
"bony fishes","Striped marlin","Kajikia audax","NE Pacific","Mexico","Baja California","Abitia Cardenas 1992","Sardinops sagax","Pacific sardine","YES","1988-1989","May-Dec",1988,5,"May",1989,12,"Dec",NA,"stomach sampling",NA,350,NA,"totallengthrange135cm-208cm",NA,NA,NA,NA,NA,NA,18.83,"Vol",18.92,NA,27.71,NA,NA
"bony fishes","Striped marlin","Kajikia audax","NE Pacific","Mexico","Baja California","Abitia Cardenas 1992","Sardinops sagax","Pacific sardine","YES","1988","Nov",1988,11,"Nov",1988,11,"Nov",NA,"stomach sampling",NA,92,NA,NA,NA,NA,NA,NA,NA,NA,7.12,"Vol",4.61,NA,8.7,NA,NA
"bony fishes","Striped marlin","Kajikia audax","NE Pacific","Mexico","Baja California","Abitia Cardenas 1992","Sardinops sagax","Pacific sardine","YES","1989","Feb",1989,2,"Feb",1989,2,"Feb",NA,"stomach sampling",NA,57,NA,NA,NA,NA,NA,NA,NA,NA,11.97,"Vol",17.51,NA,16.07,NA,NA
"bony fishes","Striped marlin","Kajikia audax","NE Pacific","Mexico","Baja California","Abitia Cardenas 1992","Sardinops sagax","Pacific sardine","YES","1989","May",1989,5,"May",1989,5,"May",NA,"stomach sampling",NA,67,NA,NA,NA,NA,NA,NA,NA,NA,12.38,"Vol",20.66,NA,22.39,NA,NA
"bony fishes","Striped marlin","Kajikia audax","NE Pacific","Mexico","Baja California","Abitia Cardenas 1992","Sardinops sagax","Pacific sardine","YES","1989","Jul",1989,7,"Jul",1989,7,"Jul",NA,"stomach sampling",NA,11,NA,NA,NA,NA,NA,NA,NA,NA,14.56,"Vol",9.09,NA,27.27,NA,NA
"bony fishes","Striped marlin","Kajikia audax","NE Pacific","Mexico","Baja California","Abitia Cardenas 1992","Sardinops sagax","Pacific sardine","YES","1989","Nov",1989,11,"Nov",1989,11,"Nov",NA,"stomach sampling",NA,35,NA,NA,NA,NA,NA,NA,NA,NA,26.16,"Vol",29.63,NA,37.14,NA,NA
"bony fishes","Indo-pacific blue marlin","Makaira mazara","NE Pacific","Mexico","Baja California","Abitia Cardenas 1992","Sardinops sagax","Pacific sardine","YES","1988","Jul",1988,7,"Jul",1988,7,"Jul",NA,"stomach sampling",NA,15,NA,NA,NA,NA,NA,NA,NA,NA,0.72,"Vol",1.92,NA,6.67,NA,NA
"bony fishes","Indo-pacific blue marlin","Makaira mazara","NE Pacific","Mexico","Baja California","Abitia Cardenas 1992","Sardinops sagax","Pacific sardine","YES","1989","Nov",1989,11,"Nov",1989,11,"Nov",NA,"stomach sampling",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,4.49,"Vol",7.43,NA,8.33,NA,NA
"sea birds","Brandt cormorant","Phalacrocorax penicillatus","NE Pacific","California","Monterrey Bay","Webb 2013","Sardinops sagax","Pacific sardine","YES","2006-2007","Sep-Mar",2006,9,"Sep",2007,3,"Mar",NA,"pellets sampling","authors found difference in iet within and outcoast the Bay",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,3,NA,NA
"sea birds","Brandt cormorant","Phalacrocorax penicillatus","NE Pacific","California","Monterrey Bay","Webb 2013","Sardinops sagax","Pacific sardine","YES","2007-2008","Sep-Mar",2007,9,"Sep",2008,3,"Mar",NA,"pellets sampling","authors found difference in iet within and outcoast the Bay",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,11.1,NA,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","Washington","Drayton Harbor/Eastern Bays","Luxa and Acevedo 2013","Sardinops sagax","Pacific sardine","YES","2006","Mar-Jun",2006,3,"Mar",2006,6,"Jun",NA,"scat samples",NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","Washington","Drayton Harbor/Eastern Bays","Luxa and Acevedo 2013","Sardinops sagax","Pacific sardine","YES","2006","Jul-Sep",2006,7,"Jul",2006,9,"Sep",NA,"scat samples",NA,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","Washington","Padilla Bay/Eastern Bays","Luxa and Acevedo 2013","Sardinops sagax","Pacific sardine","YES","2006","Jul-Sep",2006,7,"Jul",2006,9,"Sep",NA,"scat samples",NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","Oregon","Umpqua River","Orr et al. 2004","Sardinops sagax","Pacific sardine","YES","1997","Sep-Nov",1997,9,"Sep",1997,11,"Nov",NA,"scat samples",NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","Oregon","Umpqua River","Orr et al. 2004","Sardinops sagax","Pacific sardine","YES","1998","Mar-Jun",1998,3,"Mar",1998,6,"Jun",NA,"scat samples",NA,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,12.2,NA
"pinnipeds","Pacific harbor seal","Phoca vitulina richardsi","NE Pacific","Oregon","Umpqua River","Orr et al. 2004","Sardinops sagax","Pacific sardine","YES","1998","Aug-Oct",1998,8,"Aug",1998,10,"Oct",NA,"scat samples",NA,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,9.1,NA
"pinnipeds","Northern fur seal","Callorhinus ursinus","NE Pacific","British Columbia","BC","Clemens and Wilby 1933","Sardinops sagax","Pacific sardine","YES","1931","Jun",1931,6,"Jun",1931,6,"Jun",NA,"stomach sample",NA,25,NA,"ages2-6",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,24,NA
"pinnipeds","Northern fur seal","Callorhinus ursinus","NW Atlantic","US East Coast","Western North America","Perez and Bigg 1986","Sardinops sagax","Pacific sardine","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA,NA
"invertebrates","Humboldt squid","Dosidicus gigas","NE Pacific","CA/OR/WA","CA/OR/WA","Field et al. 2007","Sardinops sagax","Pacific sardine","NO","2005-2006","Feb-Dec",2005,2,"Feb",2006,12,"Dec","otolith length_standard length regressions","stomach sampling",NA,503,NA,"mantlelengthrange35cm-82cm",120,240,"120-240",NA,NA,NA,5,NA,3.4,NA,9.7,NA,NA
"invertebrates","Humboldt squid","Dosidicus gigas","NE Pacific","CA/OR/WA","CA/OR/WA","Field et al. 2013","Sardinops sagax","Pacific sardine","NO","2007-2010",NA,2007,NA,NA,2010,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,2.5,NA,NA
"pinnipeds","Steller sea lion","Eumetopias jubatus","NE Pacific","CA/OR","CA/OR","Riemer et al. 2011","Sardinops sagax","Pacific sardine","YES","1986-2007","May-Aug",1986,5,"May",2007,8,"Aug",NA,"scat samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA
"pinnipeds","Steller sea lion","Eumetopias jubatus","NE Pacific","CA/OR","CA/OR","Riemer et al. 2011","Sardinops sagax","Pacific sardine","YES","1986-2007","Sep-Apr",1986,9,"Sep",2007,4,"Apr",NA,"scat samples",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA
"cetaceans","Pacific white-sided dolphin","Lagenorhynchus obliquidens","NE Pacific","CA/WA","CA/WA","Stroud et al. 1981","Sardinops sagax","Pacific sardine","YES","1958-1972",NA,1958,NA,NA,1972,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA
"cetaceans","Harbor porpoise","Phocoena phocoena","NE Pacific","California","Monterrey Bay","Toperoff 2002","Sardinops sagax","Pacific sardine","YES","1997-2000","Mar-Dec",1997,3,"Mar",2000,12,"Dec",NA,"stomach sampling-stranedharbor porpoise",NA,NA,NA,NA,NA,NA,NA,NA,160,NA,1.81,NA,NA,NA,NA,NA,NA
"cetaceans","Harbor porpoise","Phocoena phocoena","NE Pacific","California","Monterrey Bay","Toperoff 2002","Sardinops sagax","Pacific sardine","YES","1997-2000","Mar-Dec",1997,3,"Mar",2000,12,"Dec",NA,"stomach sampling-by-caugthharbor porpoise",NA,NA,NA,NA,NA,NA,NA,NA,170,NA,11.03,NA,NA,NA,NA,NA,NA
"sea birds","Black-vented shearwater","Puffinus opisthomelas","NE Pacific","Mexico","Navidad Island","Keitt et al. 2000","Engraulis mordax","Northern anchovy","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"regurgitated pellets",NA,NA,"adult","adult",60,100,"60-100",NA,NA,NA,NA,NA,NA,NA,30,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","California","Monterrey Bay","Morejohn et al. 1978","Engraulis mordax","Northern anchovy","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3,"Vol",NA,NA,NA,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","California","San Francisco Bay","Morejohn et al. 1978","Engraulis mordax","Northern anchovy","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.1,"Vol",NA,NA,NA,NA,NA
"sea birds","Sooty shearwater","Ardenna grisea","NE Pacific","California","Monterrey Bay","Morejohn et al. 1978","Engraulis mordax","Northern anchovy","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Vol",NA,NA,NA,NA,NA
"cetaceans","Pacific white-sided dolphin","Lagenorhynchus obliquidens","NE Pacific","California","Monterrey Bay","Morejohn et al. 1978","Engraulis mordax","Northern anchovy","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,"Vol",NA,NA,NA,NA,NA
"cetaceans","Harbor porpoise","Phocoena phocoena","NE Pacific","WA/BC","Strait Of Georgia/Juande Fuca Strait","Nichol et al. 2013","Engraulis mordax","Northern anchovy","YES","1991-2010",NA,1991,NA,NA,2010,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,78,110,"78-110",NA,99.9,7.7,NA,NA,NA,NA,NA,NA,NA
"cetaceans","Harbor porpoise","Phocoena phocoena","NE Pacific","California","Monterrey Bay","Sekiguchi 1995","Engraulis mordax","Northern anchovy","YES","1985-1986","Feb-Sep",1985,2,"Feb",1986,9,"Sep",NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.56,NA,NA,NA,NA
"pinnipeds","Northern fur seal","Callorhinus ursinus","NE Pacific","CA/WA","CA/WA","Stroud et al. 1981","Engraulis mordax","Northern anchovy","YES","1958-1972",NA,1958,NA,NA,1972,NA,NA,NA,"stomach sampling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA
"pinnipeds","Northern fur seal","Callorhinus ursinus","NW Atlantic","US East Coast","Western North America","Perez and Bigg 1986","Engraulis mordax","Northern anchovy","YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,"adult",NA,90,180,"90-180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"bony fishes","Coho salmon","Oncorhynchus kisutch","NE Pacific","OR/WA","OR/WA","Brodeur 1987","Engraulis mordax","Northern anchovy","YES","1979-1980","Jun",1979,6,"Jun",1980,6,"Jun",NA,"stomach sampling",NA,33,"adult","adult",NA,NA,NA,NA,NA,NA,44,NA,0.4,NA,31.2,NA,NA
"bony fishes","Coho salmon","Oncorhynchus kisutch","NE Pacific","OR/WA","OR/WA","Brodeur 1987","Engraulis mordax","Northern anchovy","YES","1981","May-Aug",1981,5,"May",1981,8,"Aug",NA,"stomach sampling",NA,87,"adult","adult",NA,NA,NA,NA,NA,NA,55.3,NA,1.4,NA,24.7,NA,NA
"bony fishes","Coho salmon","Oncorhynchus kisutch","NE Pacific","OR/WA","OR/WA","Brodeur 1987","Engraulis mordax","Northern anchovy","YES","1982","May-Sep",1982,5,"May",1982,9,"Sep",NA,"stomach sampling",NA,65,"adult","adult",NA,NA,NA,NA,NA,NA,25.2,NA,0.4,NA,11.7,NA,NA
"bony fishes","Coho salmon","Oncorhynchus kisutch","NE Pacific","OR/WA","OR/WA","Brodeur 1987","Engraulis mordax","Northern anchovy","YES","1983","May-Sep",1983,5,"May",1983,9,"Sep",NA,"stomach sampling",NA,33,"adult","adult",NA,NA,NA,NA,NA,NA,35.1,NA,1.2,NA,24.1,NA,NA
"bony fishes","Coho salmon","Oncorhynchus kisutch","NE Pacific","OR/WA","OR/WA","Brodeur 1987","Engraulis mordax","Northern anchovy","YES","1984","Jun-Sep",1984,6,"Jun",1984,9,"Sep",NA,"stomach sampling",NA,40,"adult","adult",NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,2.6,NA,NA
"bony fishes","Coho salmon","Oncorhynchus kisutch","NE Pacific","Washington","West Port","Silliman 1941","Engraulis mordax","Northern anchovy","YES","1938","Aug",1938,8,"Aug",1938,8,"Aug",NA,"stomach sampling",NA,56,"adult","adult",NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA
"bony fishes","Coho salmon","Oncorhynchus kisutch","NE Pacific","Washington","West Port","Silliman 1941","Engraulis mordax","Northern anchovy","YES","1938","Sep",1938,9,"Sep",1938,9,"Sep",NA,"stomach sampling",NA,59,"adult","adult",NA,NA,NA,NA,NA,NA,19.6,NA,NA,NA,NA,NA,NA
"bony fishes","Coho salmon","Oncorhynchus kisutch","NE Pacific","Washington","West Port","Silliman 1941","Engraulis mordax","Northern anchovy","YES","1938","Oct",1938,10,"Oct",1938,10,"Oct",NA,"stomach sampling",NA,169,"adult","adult",NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA
"bony fishes","Coho salmon","Oncorhynchus kisutch","NE Pacific","CA/OR","CA/OR","Baldwin et al. 2008","Engraulis mordax","Northern anchovy","YES","2000","Aug",2000,8,"Aug",2000,8,"Aug",NA,"stomach sampling","Prey was adult",57,"juvenile","yearling",NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,1.8,NA,NA
"bony fishes","Coho salmon","Oncorhynchus kisutch","NE Pacific","CA/OR","CA/OR","Baldwin et al. 2008","Engraulis mordax","Northern anchovy","YES","2002","Aug",2002,8,"Aug",2002,8,"Aug",NA,"stomach sampling","Prey was adult",33,"juvenile","yearling",NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.6,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","OR/WA","OR/WA","Brodeur 1987","Engraulis mordax","Northern anchovy","YES","1979-1980","Jun",1979,6,"Jun",1980,6,"Jun",NA,"stomach sampling",NA,7,"adult","adult",NA,NA,NA,NA,NA,NA,12,NA,2.7,NA,40,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","OR/WA","OR/WA","Brodeur 1987","Engraulis mordax","Northern anchovy","YES","1981","May-Aug",1981,5,"May",1981,8,"Aug",NA,"stomach sampling",NA,8,"adult","adult",NA,NA,NA,NA,NA,NA,86.8,NA,8.6,NA,60,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","OR/WA","OR/WA","Brodeur 1987","Engraulis mordax","Northern anchovy","YES","1982","May-Sep",1982,5,"May",1982,9,"Sep",NA,"stomach sampling",NA,31,"adult","adult",NA,NA,NA,NA,NA,NA,34.6,NA,0.7,NA,21.4,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","OR/WA","OR/WA","Brodeur 1987","Engraulis mordax","Northern anchovy","YES","1983","May-Sep",1983,5,"May",1983,9,"Sep",NA,"stomach sampling",NA,26,"adult","adult",NA,NA,NA,NA,NA,NA,46.9,NA,8.9,NA,21.7,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","OR/WA","OR/WA","Brodeur 1987","Engraulis mordax","Northern anchovy","YES","1984","Jun-Sep",1984,6,"Jun",1984,9,"Sep",NA,"stomach sampling",NA,19,"adult","adult",NA,NA,NA,NA,NA,NA,43.9,NA,0.3,NA,6.7,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","Washington","West Port","Silliman 1941","Engraulis mordax","Northern anchovy","YES","1938","Apr",1938,4,"Apr",1938,4,"Apr",NA,"stomach sampling",NA,75,"adult","adult",NA,NA,NA,NA,NA,NA,65.3,NA,NA,NA,NA,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","Washington","West Port","Silliman 1941","Engraulis mordax","Northern anchovy","YES","1938","Apr",1938,4,"Apr",1938,4,"Apr",NA,"stomach sampling",NA,27,"adult","adult",NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","Washington","West Port","Silliman 1941","Engraulis mordax","Northern anchovy","YES","1938","Jun",1938,6,"Jun",1938,6,"Jun",NA,"stomach sampling",NA,89,"adult","adult",NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","Washington","West Port","Silliman 1941","Engraulis mordax","Northern anchovy","YES","1938","Jul",1938,7,"Jul",1938,7,"Jul",NA,"stomach sampling",NA,59,"adult","adult",NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","Washington","West Port","Silliman 1941","Engraulis mordax","Northern anchovy","YES","1938","Sep",1938,9,"Sep",1938,9,"Sep",NA,"stomach sampling",NA,47,"adult","adult",NA,NA,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","Washington","Columbia River","Schabetsberger et al. 2003","Engraulis mordax","Northern anchovy","YES","2000","Jun",2000,6,"Jun",2000,6,"Jun",NA,"stomach sampling",NA,NA,"juvenile","sub-yearling",NA,NA,NA,NA,NA,NA,0.68,NA,0.07,NA,NA,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","Washington","Columbia River","Schabetsberger et al. 2003","Engraulis mordax","Northern anchovy","YES","2000","Jun",2000,6,"Jun",2000,6,"Jun",NA,"stomach sampling",NA,NA,"juvenile","yearling",NA,NA,NA,NA,NA,NA,4.17,NA,0.46,NA,NA,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","CA/OR","CA/OR","Baldwin et al. 2008","Engraulis mordax","Northern anchovy","YES","2000","Jun",2000,6,"Jun",2000,6,"Jun",NA,"stomach sampling","Prey was adult",25,"adult","sub-adult",NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,2.4,NA,NA
"bony fishes","Chinook salmon","Oncorhynchus tshawytscha","NE Pacific","CA/OR","CA/OR","Baldwin et al. 2008","Engraulis mordax","Northern anchovy","YES","2000","Aug",2000,8,"Aug",2000,8,"Aug",NA,"stomach sampling","Prey was adult",131,"juvenile","sub-yearling",NA,NA,NA,NA,NA,NA,NA,NA,1.2,NA,0.9,NA,NA
