"stocklong","stocklong_orig","reference","year","year_orig","n","n_units","catch"
"Common and bigeye thresher sharks Northwest Atlantic [cpue (standardized)]","Common and Bigeye Thresher shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2003,2003,0.4,"cpue (standardized)",NA
"Common and bigeye thresher sharks Northwest Atlantic [cpue (standardized)]","Common and Bigeye Thresher shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2004,2004,0.33,"cpue (standardized)",NA
"Common and bigeye thresher sharks Northwest Atlantic [cpue (standardized)]","Common and Bigeye Thresher shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2005,2005,0.48,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1991,1991,1.49,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1992,1992,1.26,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1993,1993,1.13,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1994,1994,1.09,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1995,1995,1.11,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1996,1996,0.75,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1997,1997,0.59,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1998,1998,0.67,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1999,1999,0.73,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2000,2000,0.58,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2001,2001,0.46,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2002,2002,0.74,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2003,2003,0.38,"cpue (standardized)",NA
"Silky shark Northwest Atlantic [cpue (standardized)]","Silky shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2004,2004,0.76,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1992,1992,1.57,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1993,1993,1.95,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1994,1994,1.13,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1995,1995,0.91,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1996,1996,0.67,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1997,1997,0.55,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1998,1998,0.71,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",1999,1999,0.64,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2000,2000,0.73,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2001,2001,0.61,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2002,2002,0.17,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2003,2003,0.29,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2004,2004,0.24,"cpue (standardized)",NA
"Night shark Northwest Atlantic [cpue (standardized)]","Night shark StandarizedCPUE North West Atlantic ","Cortes et al. 2007",2005,2005,0.8,"cpue (standardized)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1970,1969.9306,-1.1509,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1971,1971.4583,-0.1604,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1972,1972.5694,-0.3176,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1973,1973.5417,-1.1667,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1974,1974.7917,-1.1667,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1975,1975.7639,-0.4277,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1976,1976.3194,-1.0409,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1977,1977.4306,-0.632,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1978,1978.5417,-0.5535,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1979,1979.6528,2.0881,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1980,1980.625,-1.0566,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1981,1981.7361,0.7673,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1982,1982.2917,0.3742,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1983,1983.5417,-0.1604,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1984,1984.375,2.2925,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1985,1985.625,-0.522,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1986,1986.5972,-0.1289,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1987,1987.7083,1.4748,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1988,1988.6806,-0.4434,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1989,1989.5139,-0.2862,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1990,1990.4861,-0.0818,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1991,1991.4583,0.2327,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1992,1992.5694,-0.2704,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1993,1993.9583,0.2799,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1994,1994.7917,0.1855,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1995,1995.3472,2.8428,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1996,1996.7361,-0.1289,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1997,1997.5694,-0.5535,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1998,1998.6806,0.4527,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",1999,1999.9306,-0.5692,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",2000,2000.7639,0.956,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",2001,2001.4583,-0.7736,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",2002,2002.5694,0.5,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",2003,2003.5417,-0.632,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",2004,2004.7917,0.5,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",2005,2005.9028,1.9623,"biomass (log-scale)",NA
"Little skate Gulf of Maine [biomass (log-scale)]","Little skate LogBiomass Gulf of Maine","Nye et al. 2010",2006,2006.875,-0.6164,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1970,1969.7335,0.2484,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1971,1971.3749,0.2016,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1972,1971.9242,0.1074,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1973,1972.7902,-1.5747,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1974,1973.7443,-1.4802,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1975,1974.8347,-1.3698,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1976,1975.6397,-0.8193,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1977,1976.755,-1.6209,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1978,1977.8256,-0.7873,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1979,1978.8154,-1.9977,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1980,1979.8839,-1.0855,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1981,1980.9803,-1.1952,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1982,1981.8906,0.503,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1983,1982.6865,1.3838,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1984,1983.5457,-0.0468,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1985,1984.7238,1.8561,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1986,1985.7147,0.5985,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1987,1986.8465,-0.8006,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1988,1987.8978,0.7405,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1989,1988.6095,-0.297,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1990,1989.659,1.307,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1991,1990.7688,0.7098,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1992,1991.7358,0.3327,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1993,1992.8176,0.7576,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1994,1993.9346,-0.1069,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1995,1994.5023,-0.8772,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1996,1995.3976,1.3714,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1997,1996.5417,-0.4836,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1998,1997.7675,-0.3261,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",1999,1998.6785,1.3408,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",2000,1999.7931,0.5707,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",2001,2000.7591,0.225,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",2002,2001.5337,1.8919,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",2003,2002.5141,1.0274,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",2004,2003.6229,0.4616,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",2005,2004.5937,-0.057,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",2006,2005.685,0.0219,"biomass (log-scale)",NA
"Little skate Georges Bank [biomass (log-scale)]","Little skate LogBiomass George Bank","Nye et al. 2010",2007,2006.6301,0.4466,"biomass (log-scale)",NA
"Red hake Gulf of Maine [biomass (log-scale)]","Red hake LogBiomass Gulf of Maine","Nye et al. 2010",1963,1963.0705,1.51,"biomass (log-scale)",NA
"Red hake Gulf of Maine [biomass (log-scale)]","Red hake LogBiomass Gulf of Maine","Nye et al. 2010",1964,1964.0163,-0.88,"biomass (log-scale)",NA
"Red hake Gulf of Maine [biomass (log-scale)]","Red hake LogBiomass Gulf of Maine","Nye et al. 2010",1965,1964.9294,-0.74,"biomass (log-scale)",NA
"Red hake Gulf of Maine [biomass (log-scale)]","Red hake LogBiomass Gulf of Maine","Nye et al. 2010",1966,1966.3677,-1.05,"biomass (log-scale)",NA
"Red hake Gulf of Maine [biomass (log-scale)]","Red hake LogBiomass Gulf of Maine","Nye et al. 2010",1968,1967.8218,-2.12,"biomass (log-scale)",NA
"Red hake Gulf of Maine [biomass (log-scale)]","Red hake LogBiomass Gulf of Maine","Nye et al. 2010",1969,1968.822,-1.74,"biomass (log-scale)",NA
