sort_cmf,sort_orig,country,location_orig,location,pred_common,pred_scientific,stocklong,season,source,year_orig,year,n,n_units,ff_common,ff_scientific,ff_eaten_mm,ff_eaten_yr,ff_diet_perc,ff_diet_perc_units,notes
589,590,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1956,1956,2736063.2,individuals,,,,,,,
590,591,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1957,1957,1345896.4,individuals,,,,,,,
591,592,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1958,1958,1193818.1,individuals,,,,,,,
592,593,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1959,1959,1462649,individuals,,,,,,,
593,594,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1960,1960,1824465.1,individuals,,,,,,,
594,595,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1961,1961,1804552.1,individuals,,,,,,,
595,596,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1962,1962,2014627.2,individuals,,,,,,,
596,597,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1963,1963,1701062.2,individuals,,,,,,,
597,598,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1964,1964,1896483.6,individuals,,,,,,,
598,599,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1965,1965,1171825.8,individuals,,,,,,,
599,600,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1966,1966,1151912.8,individuals,,,,,,,
600,601,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1967,1967,1048802.2,individuals,,,,,,,
601,602,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1968,1968,1165906.1,individuals,,,,,,,
602,603,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1969,1969,1312444.1,individuals,,,,,,,
603,604,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1970,1970,1302304.9,individuals,,,,,,,
604,605,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1971,1971,1517288.1,individuals,,,,,,,
605,606,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1972,1972,773068.4,individuals,,,,,,,
606,607,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1973,1973,909734.06,individuals,,,,,,,
607,608,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1974,1974,1340065.8,individuals,,,,,,,
608,609,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1975,1975,1378866.2,individuals,,,,,,,
609,610,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1976,1976,1358953.1,individuals,,,,,,,
610,611,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1977,1977,1544586.6,individuals,,,,,,,
611,612,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1978,1978,2337057.5,individuals,,,,,,,
612,613,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1979,1979,1803278.2,individuals,,,,,,,
613,614,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1980,1980,1724623.6,individuals,,,,,,,
614,615,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1981,1981,1978758.5,individuals,,,,,,,
615,616,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1982,1982,1841432.5,individuals,,,,,,,
616,617,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1983,1983,142889.7,individuals,,,,,,,
617,618,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1984,1984,1224118.6,individuals,,,,,,,
618,619,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1985,1985,1096524.2,individuals,,,,,,,
619,620,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1986,1986,1291945.6,individuals,,,,,,,
620,621,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1987,1987,1374791.8,individuals,,,,,,,
621,622,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1988,1988,1545743.4,individuals,,,,,,,
622,623,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1989,1989,1476862.5,individuals,,,,,,,
623,624,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1990,1990,1031174.6,individuals,,,,,,,
624,625,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1991,1991,1735554.2,individuals,,,,,,,
625,626,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1992,1992,1358381.8,individuals,,,,,,,
626,627,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1993,1993,1852320.9,individuals,,,,,,,
627,628,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1994,1994,2101618,individuals,,,,,,,
628,629,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1995,1995,1513991.1,individuals,,,,,,,
629,630,Peru,,Jahncke 1998,Peruvian booby,Sula variegate,Jahncke 1998 Peruvian booby,,Jahncke 1998 Figuera 1,1996,1996,2649025.5,individuals,,,,,,,
630,631,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1953,1953,368424.2,individuals,,,,,,,
631,632,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1954,1954,461044.2,individuals,,,,,,,
632,633,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1955,1955,490070.78,individuals,,,,,,,
633,634,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1956,1956,406522.16,individuals,,,,,,,
634,635,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1957,1957,141953.06,individuals,,,,,,,
635,636,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1958,1958,215025.33,individuals,,,,,,,
636,637,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1959,1959,439782.38,individuals,,,,,,,
637,638,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1960,1960,370929.7,individuals,,,,,,,
638,639,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1961,1961,282501.16,individuals,,,,,,,
639,640,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1962,1962,247920.27,individuals,,,,,,,
640,641,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1963,1963,276904.72,individuals,,,,,,,
641,642,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1964,1964,227613.83,individuals,,,,,,,
642,643,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1965,1965,300686.1,individuals,,,,,,,
643,644,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1966,1966,202469.62,individuals,,,,,,,
644,645,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1967,1967,348965.4,individuals,,,,,,,
645,646,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1968,1968,294752.44,individuals,,,,,,,
646,647,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1969,1969,162320.38,individuals,,,,,,,
647,648,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1970,1970,215802.75,individuals,,,,,,,
648,649,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1971,1971,181207.8,individuals,,,,,,,
649,650,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1972,1972,190672.6,individuals,,,,,,,
650,651,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1973,1973,508429,individuals,,,,,,,
651,652,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1974,1974,189970.11,individuals,,,,,,,
652,653,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1975,1975,86859.664,individuals,,,,,,,
653,654,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1976,1976,110992.3,individuals,,,,,,,
654,655,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1977,1977,130216.914,individuals,,,,,,,
655,656,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1978,1978,266896.66,individuals,,,,,,,
656,657,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1979,1979,271439.38,individuals,,,,,,,
657,658,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1980,1980,178102.83,individuals,,,,,,,
658,659,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1981,1981,143507.89,individuals,,,,,,,
659,660,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1982,1982,177470.6,individuals,,,,,,,
660,661,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1983,1983,74388.26,individuals,,,,,,,
661,662,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1984,1984,230615.77,individuals,,,,,,,
662,663,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1985,1985,298808.12,individuals,,,,,,,
663,664,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1986,1986,396308.06,individuals,,,,,,,
664,665,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1987,1987,332349.34,individuals,,,,,,,
665,666,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1988,1988,522862.7,individuals,,,,,,,
666,667,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1989,1989,385508.56,individuals,,,,,,,
667,668,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1990,1990,140459.11,individuals,,,,,,,
668,669,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1991,1991,154789.77,individuals,,,,,,,
669,670,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1992,1992,193604.28,individuals,,,,,,,
670,671,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1993,1993,452619.1,individuals,,,,,,,
671,672,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1994,1994,447416.03,individuals,,,,,,,
672,673,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1995,1995,158320.9,individuals,,,,,,,
673,674,Peru,,Jahncke 1998,Peruvian pelican,Pelecanus thagus,Jahncke 1998 Peruvian pelican,,Jahncke 1998 Figuera 1,1996,1996,466331.56,individuals,,,,,,,
674,510,Peru,,Muck & Pauly 1987,Chilean jack mackerel,Trachurus murphyi,Muck & Pauly 1987 Chilean jack mackerel,,#-Muck and Pauly 1987 pdf p 292,1977,1977,1500000,t,,,,,,,
675,511,Peru,,Muck & Pauly 1987,Chilean jack mackerel,Trachurus murphyi,Muck & Pauly 1987 Chilean jack mackerel,,#-Muck and Pauly 1987 pdf p 292,1978,1978,4200000,t,,,,,,,
676,512,Peru,,Muck & Pauly 1987,Chilean jack mackerel,Trachurus murphyi,Muck & Pauly 1987 Chilean jack mackerel,,#-Muck and Pauly 1987 pdf p 292,1980,1980,4800000,t,,,,,,,
677,513,Peru,,Muck & Pauly 1987,Chilean jack mackerel,Trachurus murphyi,Muck & Pauly 1987 Chilean jack mackerel,,#-Muck and Pauly 1987 pdf p 292,1981,1981,4700000,t,,,,,,,
678,514,Peru,,Muck & Pauly 1987,Chilean jack mackerel,Trachurus murphyi,Muck & Pauly 1987 Chilean jack mackerel,,#-Muck and Pauly 1987 pdf p 292,1983,1983,8900000,t,,,,,,,
679,515,Peru,,Muck & Pauly 1987,Chilean jack mackerel,Trachurus murphyi,Muck & Pauly 1987 Chilean jack mackerel,,#-Muck and Pauly 1987 pdf p 292,1984,1984,5200000,t,,,,,,,
680,516,Peru,,Muck & Pauly 1987,Chilean jack mackerel,Trachurus murphyi,Muck & Pauly 1987 Chilean jack mackerel,,#-Muck and Pauly 1987 pdf p 292,1985,1985,180000,t,,,,,,,
681,492,Peru,,Muck & Pauly 1987,Chub mackerel,Scomber japonicus,Muck & Pauly 1987 Chub mackerel,,#-Muck and Pauly pdf p 292,1977,1977,700000,t,Anchoveta,Engraulis ringens,,,,,
682,493,Peru,,Muck & Pauly 1987,Chub mackerel,Scomber japonicus,Muck & Pauly 1987 Chub mackerel,,%-Muck and Pauly Table 1 pdf p287; #-Muck and Pauly pdf p 292,1978,1978,1500000,t,Anchoveta,Engraulis ringens,,,10.1,% of stomach content weight,
683,494,Peru,,Muck & Pauly 1987,Chub mackerel,Scomber japonicus,Muck & Pauly 1987 Chub mackerel,,%-Muck and Pauly Table 1 pdf p287; #-Muck and Pauly pdf p 292,1979,1979,1200000,t,Anchoveta,Engraulis ringens,,,7.7,% of stomach content weight,
684,495,Peru,,Muck & Pauly 1987,Chub mackerel,Scomber japonicus,Muck & Pauly 1987 Chub mackerel,,%-Muck and Pauly Table 1 pdf p287; #-Muck and Pauly pdf p 292,1980,1980,1400000,t,Anchoveta,Engraulis ringens,,,8.9,% of stomach content weight,
685,496,Peru,,Muck & Pauly 1987,Chub mackerel,Scomber japonicus,Muck & Pauly 1987 Chub mackerel,,%-Muck and Pauly Table 1 pdf p287; #-Muck and Pauly pdf p 292,1981,1981,1400000,t,Anchoveta,Engraulis ringens,,,4.2,% of stomach content weight,
686,497,Peru,,Muck & Pauly 1987,Chub mackerel,Scomber japonicus,Muck & Pauly 1987 Chub mackerel,,%-Muck and Pauly Table 1 pdf p287,1982,1982,,,Anchoveta,Engraulis ringens,,,0.3,% of stomach content weight,
687,517,Peru,,Muck & Pauly 1987,Chub mackerel,Scomber japonicus,Muck & Pauly 1987 Chub mackerel,,#-Muck and Pauly pdf p 292,1983,1983,1800000,t,,,,,,,
688,518,Peru,,Muck & Pauly 1987,Chub mackerel,Scomber japonicus,Muck & Pauly 1987 Chub mackerel,,#-Muck and Pauly pdf p 292,1984,1984,800000,t,,,,,,,
689,519,Peru,,Muck & Pauly 1987,Chub mackerel,Scomber japonicus,Muck & Pauly 1987 Chub mackerel,,#-Muck and Pauly pdf p 292,1985,1985,450000,t,,,,,,,
690,455,Peru,,Muck & Pauly 1987,Eastern Pacific bonito,Sarda chiliensis chiliensis,Muck & Pauly 1987 Eastern Pacific bonito,Jan-Aug,"size=Muck and Pauly Figure 7; biomass=Table 1, p251",1976,1976,1200,t,Anchoveta,Engraulis ringens,110,,51.415092,,"% is for each size value, mean did not reflect bimodial distribution"
691,456,Peru,,Muck & Pauly 1987,Eastern Pacific bonito,Sarda chiliensis chiliensis,Muck & Pauly 1987 Eastern Pacific bonito,Jan-Aug,"size=Muck and Pauly Figure 7; biomass=Table 1, p251",1976,1976,1200,t,Anchoveta,Engraulis ringens,130,,7.7044024,,"% is for each size value, mean did not reflect bimodial distribution"
692,457,Peru,,Muck & Pauly 1987,Eastern Pacific bonito,Sarda chiliensis chiliensis,Muck & Pauly 1987 Eastern Pacific bonito,Jan-Aug,"size=Muck and Pauly Figure 7; biomass=Table 1, p251",1976,1976,1200,t,Anchoveta,Engraulis ringens,150,,3.6163523,,"% is for each size value, mean did not reflect bimodial distribution"
693,458,Peru,,Muck & Pauly 1987,Eastern Pacific bonito,Sarda chiliensis chiliensis,Muck & Pauly 1987 Eastern Pacific bonito,Jan-Aug,"size=Muck and Pauly Figure 7; biomass=Table 1, p251",1976,1976,1200,t,Anchoveta,Engraulis ringens,170,,35.849056,,"% is for each size value, mean did not reflect bimodial distribution"
694,506,Peru,Paita-5S,Paita-5S,Chilean jack mackerel,Trachurus murphyi,Paita-5S Chilean jack mackerel,,%-Muck and Pauly Table 3 pdf p 290; #-Muck and Pauly 1987 pdf p 292,1979,1979,3500000,t,Anchoveta,Engraulis ringens,,,0,% of stomach content weight,
695,502,Peru,Paita-5S,Paita-5S,Chub mackerel,Scomber japonicus,Paita-5S Chub mackerel,,%-Muck and Pauly Table 3 pdf p 290,1979,1979,,,Anchoveta,Engraulis ringens,,,0.8,% of stomach content weight,
696,719,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1953,1953,1040000,tons,,,,,,,#nearshore (<75km) from population model
697,720,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1954,1954,730000,tons,,,,,,,#nearshore (<75km) from population model
698,721,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1955,1955,820000,tons,,,,,,,#nearshore (<75km) from population model
699,722,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1956,1956,880000,tons,,,,,,,#nearshore (<75km) from population model
700,723,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1957,1957,1250000,tons,,,,,,,#nearshore (<75km) from population model
701,724,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1958,1958,1050000,tons,,,,,,,#nearshore (<75km) from population model
702,725,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1959,1959,970000,tons,,,,,,,#nearshore (<75km) from population model
703,726,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1960,1960,850000,tons,,,,,,,#nearshore (<75km) from population model
704,727,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1961,1961,870000,tons,,,,,,,#nearshore (<75km) from population model
705,728,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1962,1962,800000,tons,,,,,,,#nearshore (<75km) from population model
706,729,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1963,1963,890000,tons,,,,,,,#nearshore (<75km) from population model
707,730,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1964,1964,760000,tons,,,,,,,#nearshore (<75km) from population model
708,731,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1965,1965,1060000,tons,,,,,,,#nearshore (<75km) from population model
709,732,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1966,1966,840000,tons,,,,,,,#nearshore (<75km) from population model
710,733,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1967,1967,750000,tons,,,,,,,#nearshore (<75km) from population model
711,734,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1968,1968,740000,tons,,,,,,,#nearshore (<75km) from population model
712,735,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1969,1969,1000000,tons,,,,,,,#nearshore (<75km) from population model
713,736,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1970,1970,920000,tons,,,,,,,#nearshore (<75km) from population model
714,737,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1971,1971,930000,tons,,,,,,,#nearshore (<75km) from population model
715,738,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1972,1972,1320000,tons,,,,,,,#nearshore (<75km) from population model
716,739,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1973,1973,920000,tons,,,,,,,#nearshore (<75km) from population model
717,740,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1974,1974,830000,tons,,,,,,,#nearshore (<75km) from population model
718,741,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1975,1975,820000,tons,,,,,,,#nearshore (<75km) from population model
719,742,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1976,1976,1110000,tons,,,,,,,#nearshore (<75km) from population model
720,743,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1977,1977,990000,tons,,,,,,,#nearshore (<75km) from population model
721,744,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,#-Pauly et al 1989 p388 Table 1,1978,1978,850000,tons,,,,,,,#nearshore (<75km) from population model
722,687,Peru,,Pauly et al. 1989,Chilean jack mackerel,Trachurus murphyi,Pauly et al. 1989 Chilean jack mackerel,,%-Pauly et al 1989 Figure 5 p394; #-p388 Table 1,1979.043,1979,900000,tons,Anchoveta,Engraulis ringens,,,28.07008,% by weight,diet for adults >30cm; #nearshore (<75km) from population model
